temaNumero,situacaoTema,ramoDireito,questaoSubmetidaJulgamento,teseFirmada,numeroProcesso,dataDecisaoAfetacao,relator,dataJulgamento,dataPublicacaoAcordao,transitoJulgado,pdfPath
244,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se o auxílio-alimentação, pago em espécie e com habitualidade, por meio de vale-alimentação ou na forma de tickets, tem natureza salarial e integra o salário de contribuição para fins de cálculo da renda mensal inicial (RMI).","I) Anteriormente à vigência da Lei n. 13.416/2017, o auxílio-alimentação, pago em espécie e com habitualidade ou por meio de vale-alimentação/cartão ou tíquete-refeição/alimentação ou equivalente, integra a remuneração, constitui base de incidência da contribuição previdenciária patronal e do segurado, refletindo no cálculo da renda mensal inicial do benefício, esteja a empresa inscrita ou não no Programa de Alimentação do Trabalhador - PAT; II) A partir de 11/11/2017, com a vigência da Lei n. 13.416/2017, que conferiu nova redação ao § 2º do art. 457 da CLT, somente o pagamento do auxílio-alimentação em dinheiro integra a remuneração, constitui base de incidência da contribuição previdenciária patronal e do segurado, refletindo no cálculo da renda mensal inicial do benefício, esteja a empresa inscrita ou não no Programa de Alimentação do Trabalhador - PAT.",PEDILEF 5002880-91.2016.4.04.7105/RS,06/11/2019,Juiz Federal Ivanir César Ireno Júnior - para acórdão: Juiz Federal Francisco Glauber Pessoa Alves,07/04/2022,18/04/2022 27/06/2022,RE 1413882/RS,outputs\runs\run-20260614T135519671765Z\data\themes\tema-244.pdf
245,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se benefício previdenciário, concedido irregularmente àquele que havia perdido qualidade de segurado, gera, em nome da manutenção da justa expectativa, direito à manutenção da qualidade de segurado durante o período em que ele foi mantido ativo.","A invalidação do ato de concessão de benefício previdenciário não impede a aplicação do art. 15, I da Lei 8.213/91 ao segurado de boa-fé.",PEDILEF 0008405-41.2016.4.01.3802/MG,12/12/2019,Juiz Federal Bianor Arruda Bezerra Neto - para acórdão: Juiz Federal Fábio de Souza Silva,19/6/2020;  25/2/2021 (ED),25/6/2020 3/3/2021 (ED),PUIL/STJ 2222 (Trânsito em julgado em 22/04/2022);  RE 1381003 (Trânsito em julgado em 06/08/2022),outputs\runs\run-20260614T135519671765Z\data\themes\tema-245.pdf
246,Julgado,DIREITO PREVIDENCIÁRIO,"A partir da regra constante do art. 60, §9.º, da Lei n.º 8.213/91, saber se, para fins de fixação da DCB do auxílio-doença concedido judicialmente, o prazo de recuperação estimado pelo perito judicial deve ser computado a partir da data de sua efetiva implantação ou da data da perícia judicial.","I - Quando a decisão judicial adotar a estimativa de prazo de recuperação da capacidade prevista na perícia, o termo inicial é a data da realização do exame, sem prejuízo do disposto no art. 479 do CPC, devendo ser garantido prazo mínimo de 30 dias, desde a implantação, para viabilizar o pedido administrativo de prorrogação. II - quando o ato de concessão (administrativa ou judicial) não indicar o tempo de recuperação da capacidade, o prazo de 120 dias, previsto no § 9º, do art. 60 da Lei 8.213/91, deve ser contado a partir da data da efetiva implantação ou restabelecimento do benefício no sistema de gestão de benefícios da autarquia.",PEDILEF 0500881-37.2018.4.05.8204/PB,12/12/2019,Juiz Federal Bianor Arruda Bezerra Neto - para acórdão: Juiz Federal Fabio de Souza Silva,20/11/2020,24/11/2020,29/01/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-246.pdf
247,Revisado - ADI 5755/STF,DIREITO ADMINISTRATIVO,Saber se flui prazo prescricional após a expedição do ofício precatório/RPV para o levantamento dos valores.,"A pretensão de expedição de novo precatório ou requisição de pequeno valor, após o cancelamento de que trata o art. 2º da Lei nº 13.463/2017, prescreve em cinco anos, contados da data do cancelamento do anterior ofício requisitório. Art. 2º da Lei nº 13.463/2017 - Dispositivo legal declarado inconstitucional na ADI 5755.",PEDILEF 0501415-43.2007.4.05.8502/SE,12/12/2019,Juíza Federal Isadora Segalla Afanasieff - Para acórdão: Juiz Federal Ivanir Cesar Ireno Junior,9/12/2020,11/12/2020 29/04/2021,01/06/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-247.pdf
248,Julgado,DIREITO ADMINISTRATIVO,"Saber se é devida contribuição sindical por todos os trabalhadores de uma determinada categoria, independentemente de filiação sindical e da condição de servidor público celetista ou estatutário.","Até o início da vigência da Lei 13.467, de 13 de julho de 2020, é exigível a contribuição sindical de todos os trabalhadores de uma determinada categoria, independentemente de filiação sindical e da condição de empregado ou servidor público.",PEDILEF 0002791-07.2014.4.01.3000/RO,12/03/2020,Juiz Federal Fábio de Souza Silva,16/10/2020,03/11/2020,07/12/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-248.pdf
249,Julgado,DIREITO TRIBUTÁRIO,"Saber quais os requisitos exigidos à comprovação da deficiência física para o reconhecimento do direito à isenção de IPI incidente na aquisição do veículo automotor, nos termos do artigo 1º da Lei 8.989/95 e artigo 72 da Lei 8.383/91.","A comprovação da deficiência, para fins de isenção de IPI incidente na aquisição do veículo automotor, nos termos do artigo 1º da Lei 8.989/95, não exige a adaptação do veículo ou o registro de restrições na carteira nacional de habilitação (CNH).",PEDILEF 5004221-60.2018.4.04.7113/RS,12/03/2020,Juiz Federal Fábio de Souza Silva,20/11/2020,24/11/2020,29/01/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-249.pdf
250,Revisado - Tema 1238/STJ,DIREITO PREVIDENCIÁRIO,"Saber se o período de aviso prévio indenizado é válido para todos os fins previdenciários, inclusive como tempo de contribuição para obtenção de aposentadoria.",Não é possível o cômputo do período de aviso prévio indenizado como tempo de serviço para fins previdenciários. (Tese firmada no Tema 1238/STJ),PEDILEF 0515850-48.2018.4.05.8013/AL,12/03/2020,Juíza Federal Susana Sbrogio Galia,25/2/2021,26/2/2021,06/12/2023 no STF (RE 1461964);  28/09/2023 no STJ (PUIL 2391/DF),outputs\runs\run-20260614T135519671765Z\data\themes\tema-250.pdf
251,Julgado,DIREITO PREVIDENCIÁRIO,"Saber quando tem início a contagem do período de graça para o segurado que se encontra em gozo de auxílio-doença, para fins de aplicação do disposto no artigo 15, II, § 2° da Lei n. 8.213/91.","O início da contagem do período de graça para o segurado que se encontra em gozo de auxílio-doença, para fins de aplicação do disposto no artigo 15, inciso II e parágrafos 1º e 2° da lei nº 8.213/91, é o primeiro dia do mês seguinte à data de cessação do benefício previdenciário por incapacidade.",PEDILEF 0501223-27.2018.4.05.8405/RN,12/03/2020,Juíza Federal Isadora Segalla Afanasieff,16/10/2020,21/10/2020,25/11/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-251.pdf
252,Julgado,DIREITO PROCESSUAL CIVIL,Definir o momento de interrupção da prescrição no caso de inclusão ulterior do ente público federal na relação processual.,"Em caso de aparente legitimidade passiva, a citação da primeira demandada é válida para interromper o prazo prescricional em relação ao ente público federal posteriormente incluído no feito.",PEDILEF 5053865-25.2015.4.04.7000/PR,12/03/2020,Juíza Federal Isadora Segalla Afanasieff - sucessor Juiz Federal Paulo Cezar Neves Junior,25/2/2021,1º/3/2021,07/04/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-252.pdf
253,Julgado,DIREITO PREVIDENCIÁRIO,Se o benefício assistencial de prestação continuada e o auxílio-acidente são acumuláveis ou inacumuláveis.,"É inacumulável o benefício de prestação continuada - BPC/LOAS com o auxílio-acidente, na forma do art. 20, §4º, da Lei nº 8.742/1993, sendo facultado ao beneficiário, quando preenchidos os requisitos legais de ambos os benefícios, a opção pelo mais vantajoso.",PEDILEF 0500878-55.2018.4.05.8310/PE,12/03/2020,Juiz Federal Ivanir César Ireno Júnior,27/05/2021,28/05/2021,29/06/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-253.pdf
254,Julgado - Prejudicado em face do Tema 1135/STJ,DIREITO ADMINISTRATIVO,"Saber se ao servidor público é vedado, a partir do segundo período aquisitivo, gozar férias antes do decurso de 12 meses e no mesmo ano civil em que já tenha sido gozado período anterior, total ou parcialmente.","A partir do segundo ano de exercício, o servidor público federal poderá gozar férias ao longo do período aquisitivo correspondente, ainda que implique gozo de dois períodos no mesmo ano, não se aplicando mais a limitação temporal de 12 meses imposta pelo § 1º do art. 77 da Lei 8.112/90, ressalvados os casos de necessidade do serviço, na forma da legislação de regência e por determinação fundamentada da autoridade administrativa competente.",PEDILEF 0504052-23.2018.4.05.8100/CE,12/03/2020,Juiz Federal Bianor Arruda Bezerra Neto - para acórdão: Juiz Federal Erivaldo Ribeiro dos Santos,21/08/2020,27/08/2020,17/09/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-254.pdf
255,Julgado,DIREITO PREVIDENCIÁRIO,"Saber se a prorrogação do período de graça, decorrente da presença de mais de 120 (cento e vinte) contribuições sem a perda da qualidade de segurado, incorpora-se ao patrimônio jurídico do segurado.","O pagamento de mais de 120 (cento e vinte) contribuições mensais, sem interrupção que acarrete a perda da qualidade de segurado, garante o direito à prorrogação do período de graça, previsto no parágrafo 1º, do art. 15 da Lei 8.213/91, mesmo nas filiações posteriores àquela na qual a exigência foi preenchida, independentemente do número de vezes em que foi exercido. (VIDE TEMA 338/TNU)",PEDILEF 0509717-14.2018.4.05.8102/CE,12/03/2020,Juíza Federal Tais Vargas Ferracini de Campos Gurgel - para acórdão: Juiz Federal Fábio de Souza Silva,16/10/2020,27/10/2020,"02/08/2022 (no STJ, PUIL 1973/DF)",outputs\runs\run-20260614T135519671765Z\data\themes\tema-255.pdf
256,Julgado,DIREITO PREVIDENCIÁRIO,"Saber qual a natureza jurídica do prazo do artigo 103 da Lei 8.213/91, bem como se é possível sua interrupção no caso de prévio requerimento administrativo de revisão.","I - O prazo decadencial decenal previsto no caput, do art. 103, da Lei 8.213/91 alcança o direito potestativo de impugnação (i.) Do ato original de concessão; e (ii.) Do ato de indeferimento da revisão administrativa. II - A contagem do prazo decenal para a impugnação do ato original de concessão tem início no dia primeiro do mês seguinte ao do recebimento da primeira prestação. III - O prazo decenal para a impugnação do ato de indeferimento definitivo da revisão administrativa tem sua contagem iniciada na data da ciência do beneficiário e apenas aproveita às matérias suscitadas no requerimento administrativo revisional.",PEDILEF 5003556-15.2011.4.04.7008/PR,12/03/2020,Juiz Federal Jairo da Silva Pinto - para acórdão: Juiz Federal Fábio de Souza Silva,27/05/2021,28/05/2021 17/05/2023,PUIL nº 3687/PR,outputs\runs\run-20260614T135519671765Z\data\themes\tema-256.pdf
257,Julgado,DIREITO ADMINISTRATIVO/ TRIBUTÁRIO,(i) Se a gratificação de atividade de segurança - GAS é incorporável aos proventos de aposentadoria do servidor público que a receba;  e (ii) se o seu pagamento é base de cálculo para incidência da contribuição previdenciária do regime próprio.,"Por ser pro labore faciendo, a gratificação de atividade de segurança - GAS, prevista na Lei 11.416/06, não incorpora aos proventos de aposentadoria do servidor público, de modo a não incidir contribuição previdenciária sobre seu valor no regime próprio.",PEDILEF 0000514-74.2018.4.01.4100/RO,12/03/2020,Juiz Federal Atanair Nasser Ribeiro Lopes,16/10/2020,18/10/2020,24/11/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-257.pdf
258,Julgado,DIREITO PROCESSUAL CIVIL,"(i) Se a morte do outorgante do mandato antes do ajuizamento da ação judicial extingue automaticamente os poderes outorgados ao mandatário; e (ii) se diante da boa-fé poderia haver excepcional manutenção dos atos praticados, justificando a manutenção da ação e habilitação dos sucessores legais.","A morte do mandante antes do ajuizamento da ação judicial extingue automaticamente os poderes outorgados ao mandatário, não havendo que se cogitar de boa-fé ou de conhecimento do óbito pelo advogado, ocasionando a extinção do processo sem resolução de mérito e sem possibilidade de habilitação de sucessores.",PEDILEF 0014899-76.2008.4.01.4100/RO,12/03/2020,Juiz Federal Atanair Nasser Ribeiro Lopes,16/10/2020,18/10/2020,24/11/2020,outputs\runs\run-20260614T135519671765Z\data\themes\tema-258.pdf
259,Julgado,DIREITO PREVIDENCIÁRIO,Estabelecer se é possível a cumulação de benefício de auxílio-doença com o exercício de mandato eletivo de vereador.,"É possível a cumulação de benefício de auxílio-doença (auxílio por incapacidade temporária) com o exercício de mandato eletivo de vereador, desde que observado o disposto no § 7º do artigo 60 da Lei nº 8.213/91.",PEDILEF 5000657-46.2018.4.04.7219/SC,1º/6/2020,Juiz Federal Jairo da Silva Pinto,28/04/2021,30/04/2021,01/06/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-259.pdf
260,Julgado,DIREITO ADMINISTRATIVO,"Há situações que justificam a imposição de aditamento contratual, com ampliação do prazo de financiamento estudantil?","I. a modificação da base curricular de curso superior que importe em ampliação do curso, aprovada pelo MEC, garante a prorrogação do prazo contratual do financiamento estudantil (FIES). II. a transferência de curso não autoriza a prorrogação compulsória do contrato de financiamento estudantil.",PEDILEF 5001444-88.2017.4.04.7129/RS PEDILEF 5059104-30.2017.4.04.7100/RS,1º/6/2020 - 5001444-88.2017.4.04.7129 1º/6/2020 - 5059104-30.2017.4.04.7100,Juiz Federal Fabio de Souza Silva,21/10/2021,25/10/2021,"22/11/2023 (no STJ, PUIL 2692 e PUIL 2693)",outputs\runs\run-20260614T135519671765Z\data\themes\tema-260.pdf
261,Cancelado,DIREITO PREVIDENCIÁRIO,"Saber se é possível aplicar o índice-reajuste teto, previsto no art. 21, §3º, da Lei 8.880/94, em momento posterior ao do primeiro reajustamento do benefício.",,PEDILEF 0524352-73.2018.4.05.8013/AL,1º/6/2020,Juiz Federal Fabio de Souza Silva - para acórdão: Juiz Federal Ivanir Cesar Ireno Junior,26/08/2021,30/08/2021,01/10/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-261.pdf
262,Julgado,DIREITO PREVIDENCIÁRIO,Saber se a renda mensal do benefício previdenciário concedido com base em acordo internacional entre Brasil/Portugal pode ter valor inferior ao salário mínimo vigente no país de concessão do benefício.,"1) Nos casos de benefícios por totalização concedidos na forma do acordo de seguridade social celebrado entre Brasil e Portugal (Decreto n. 1.457/1995), o valor pago pelo INSS poderá ser inferior ao salário-mínimo nacional, desde que a soma dos benefícios previdenciários devidos por cada estado ao segurado seja igual ou superior a esse piso; 2) Enquanto não adquirido o direito ao benefício devido por Portugal ou se o somatório dos benefícios devidos por ambos os estados não atingir o valor do salário-mínimo no Brasil, a diferença até esse piso deverá ser custeada pelo INSS para beneficiários residentes no Brasil.",PEDILEF 0057384-11.2014.4.01.3800/MG,1º/6/2020,Juiz Federal Paulo Cezar Neves Junior,27/05/2021,28/05/2021,26/11/2021,outputs\runs\run-20260614T135519671765Z\data\themes\tema-262.pdf
